,0
975,0.000798798
1005,0.000798798
1059,0.000798798
1114,0.000798798
1117,0.000798798
131,0.00079867
15,0.000882369
183,0.000800352
255,0.000814475
257,0.000800352
305,0.000823554
318,0.000805583
525,0.000800352
677,0.00081357
737,0.000838185
753,0.00081357
849,0.000808339
881,0.000848169
915,0.000815903
919,0.000810127
185,0.000801201
539,0.000804864
580,0.000809
923,0.000801201
1150,0.000801201
140,0.000798627
55,0.000800135
114,0.000797314
174,0.000808755
240,0.000799686
346,0.000797314
356,0.000825974
366,0.000832863
432,0.000822414
500,0.000830085
657,0.000799686
746,0.000806575
851,0.000827611
920,0.000822352
1023,0.000804173
1086,0.000806575
1183,0.000815053
995,0.000802039
1137,0.000802039
105,0.000800027
155,0.000800027
215,0.000800027
269,0.000814479
334,0.000804469
335,0.000800027
489,0.000800027
625,0.000800027
652,0.000800027
855,0.000818226
891,0.000800027
918,0.000800027
1081,0.000814479
1222,0.000800027
58,0.00080379
615,0.000800339
789,0.000800339
798,0.000800339
169,0.000800393
101,0.000804079
406,0.00079928
776,0.000804079
1094,0.000809329
205,0.00079782
211,0.00079782
218,0.00079782
348,0.00079782
350,0.00080227
364,0.000802092
384,0.00079782
440,0.00079782
483,0.000821764
592,0.00079782
793,0.000805754
815,0.000809136
829,0.00079782
846,0.000802895
867,0.000818341
1054,0.00079782
1098,0.00079782
267,0.000800393
307,0.000840383
337,0.000828079
510,0.000800393
516,0.000800393
966,0.000800393
187,0.000801839
391,0.000801828
536,0.000801828
958,0.000801828
1037,0.000816191
31,0.000812953
262,0.00079883
388,0.000802357
433,0.00079883
465,0.000826825
529,0.00079883
547,0.00079883
587,0.000802843
623,0.00079883
637,0.00079883
651,0.00079883
790,0.000811419
795,0.00079883
868,0.00079883
937,0.000804299
1039,0.00079883
1078,0.000802357
1136,0.00079883
1161,0.000802357
1188,0.000802357
1193,0.00079883
1196,0.00079883
191,0.000800326
194,0.000798627
1225,0.000805279
1213,0.000804931
203,0.000829694
896,0.000807311
5,0.000799035
19,0.000799035
39,0.000799035
70,0.000799035
188,0.000799035
243,0.000799035
251,0.000799035
292,0.000799035
304,0.000799035
363,0.000799035
375,0.000799035
381,0.000799035
469,0.000799035
470,0.000799035
507,0.000799035
520,0.000799035
543,0.000799035
558,0.000799035
568,0.000799035
634,0.000799035
717,0.000799035
756,0.000799035
778,0.000799035
787,0.000799035
809,0.000799035
810,0.000799035
852,0.000799035
950,0.000799035
973,0.000799035
1010,0.000799035
1115,0.000799035
1159,0.000799035
207,0.000802916
23,0.00079715
72,0.000798938
118,0.000798938
153,0.00079715
172,0.000802361
177,0.000802361
178,0.000798938
210,0.000815358
263,0.00079715
314,0.00079715
315,0.000798938
342,0.00079715
379,0.00079715
396,0.000800919
399,0.00079715
405,0.00079715
428,0.00079715
457,0.000802361
485,0.000805985
513,0.00079715
518,0.000800919
519,0.000798938
582,0.000802361
599,0.000802707
612,0.00079715
653,0.000800919
681,0.000802361
719,0.00079715
730,0.000798938
745,0.000808922
808,0.000807456
822,0.000802361
845,0.000805985
866,0.000802361
882,0.000806607
921,0.000802361
962,0.00079715
979,0.000802361
1022,0.00079715
1045,0.000802361
1051,0.00081092
1069,0.00079715
1092,0.000802361
209,0.000804637
258,0.000807017
333,0.000821963
783,0.000799156
1106,0.000799156
219,0.00080068
27,0.000797998
96,0.000797998
281,0.000815182
293,0.000797998
347,0.000813342
359,0.000809594
383,0.000797998
426,0.000797998
476,0.000797998
565,0.000813342
579,0.000809594
597,0.000797998
617,0.000797998
618,0.000797998
639,0.000797998
670,0.000814337
742,0.000797998
791,0.000797998
836,0.000797998
959,0.000797998
1046,0.000797998
1083,0.000797998
1097,0.000809594
1140,0.000797998
1156,0.000809594
885,0.000806011
231,0.00079867
450,0.00080313
341,0.000813835
137,0.000818136
621,0.000806996
945,0.00080044
1122,0.00080044
1155,0.000815663
311,0.000799625
419,0.000799625
478,0.000799625
266,0.000801529
28,0.000800373
253,0.000800373
403,0.000800373
424,0.000814124
429,0.000800373
459,0.000811834
649,0.000814124
879,0.000804362
996,0.000811446
272,0.00079867
38,0.00079958
120,0.000815512
168,0.00079958
265,0.000806304
296,0.000803826
458,0.000804515
672,0.00079958
804,0.000815512
40,0.000813163
294,0.000808204
389,0.000810982
562,0.000810982
709,0.000813163
1192,0.000808204
3,0.000798912
14,0.000798912
111,0.000798912
179,0.000798912
239,0.000804381
371,0.000798912
435,0.000798912
551,0.000798912
636,0.000798912
743,0.000798912
878,0.000798912
972,0.000798912
980,0.000798912
1007,0.000809909
1042,0.000798912
1076,0.000798912
1153,0.000798912
1025,0.000803633
175,0.000800858
952,0.000800858
1017,0.000809589
309,0.000805039
576,0.000799969
606,0.000820213
312,0.000811315
196,0.000799492
276,0.000799492
378,0.000803791
527,0.000813267
767,0.000799492
964,0.000799492
1031,0.000813267
1167,0.000807068
1171,0.000799492
320,0.00080068
176,0.000799426
224,0.000799426
409,0.000799426
570,0.000799426
844,0.000804422
949,0.000804422
1013,0.000799426
1075,0.000799426
1152,0.000804422
850,0.000799905
161,0.000799331
1096,0.000799331
1185,0.000799331
1201,0.000803639
336,0.000798627
42,0.00080073
116,0.00080073
123,0.00080073
152,0.00080073
344,0.00080073
412,0.000805172
488,0.00080073
509,0.00080073
561,0.00080073
663,0.00080073
696,0.00080073
875,0.00080073
981,0.00080073
1035,0.00080073
1133,0.00080073
1224,0.00080073
421,0.000812409
1107,0.000800832
1209,0.000800832
270,0.000802856
540,0.000812348
700,0.000807061
733,0.000807061
1033,0.000802856
1149,0.000813194
17,0.000807301
109,0.00079754
319,0.00079754
368,0.00079754
449,0.00079754
552,0.000803838
593,0.00079754
687,0.000810529
703,0.00079754
803,0.00079754
857,0.00079754
917,0.000807301
1091,0.000801839
1180,0.00079754
56,0.000799788
66,0.000799788
112,0.000799788
648,0.000805323
1073,0.000799788
1139,0.000799788
64,0.00080462
322,0.000805843
605,0.000800374
762,0.000800374
400,0.000800391
1020,0.000800391
90,0.00079867
107,0.00079867
247,0.00079867
398,0.00079867
425,0.00079867
646,0.00079867
702,0.00079867
818,0.00079867
831,0.00079867
840,0.00079867
888,0.00079867
911,0.00079867
971,0.00079867
1015,0.00079867
1041,0.00079867
1146,0.00079867
1218,0.00079867
1001,0.00080589
422,0.00080068
21,0.000804196
268,0.000799584
430,0.000804196
584,0.000799584
589,0.000799584
667,0.000807944
716,0.000804196
751,0.000804196
838,0.000799584
841,0.000799584
853,0.000809733
976,0.000804196
993,0.000816598
1223,0.000804196
197,0.00080361
827,0.00080143
71,0.000800262
113,0.000800262
271,0.000800262
328,0.000800262
481,0.000800262
614,0.000800262
624,0.000800262
632,0.000800262
665,0.000800262
671,0.000800262
705,0.000800262
757,0.000800262
816,0.000800262
826,0.000800262
828,0.000800262
843,0.000800262
864,0.000800262
954,0.000800262
985,0.000800262
1008,0.000800262
1028,0.000800262
1080,0.000800262
1101,0.000800262
1110,0.000800262
1164,0.000800262
127,0.000801172
782,0.000801172
110,0.000799746
119,0.000799746
238,0.000799746
420,0.000799746
616,0.000799746
656,0.000799746
673,0.000799746
839,0.000799746
990,0.000799746
619,0.000797635
781,0.000803933
104,0.00079983
121,0.00079983
484,0.000804904
505,0.00079983
1212,0.00079983
675,0.000800272
474,0.00080068
246,0.00079889
295,0.00079889
418,0.00079889
537,0.00079889
732,0.00079889
877,0.00079889
898,0.00079889
1066,0.00079889
480,0.00080068
192,0.000804367
230,0.000804367
316,0.000804367
353,0.000804367
764,0.000804367
784,0.000804367
817,0.000804367
873,0.000804367
928,0.000804367
941,0.000804367
1148,0.000804367
1203,0.000804367
1207,0.000804367
884,0.000797673
373,0.000800352
508,0.000800352
833,0.000800352
987,0.000800352
67,0.000800078
77,0.000800078
704,0.000800078
893,0.000800078
1014,0.000800078
1055,0.000800078
1177,0.000800078
1181,0.000800078
87,0.000835133
138,0.000835133
908,0.000855128
1120,0.000855128
94,0.000799725
234,0.000809878
236,0.000809878
330,0.000809878
464,0.000809878
607,0.000809878
679,0.000809878
720,0.000809878
854,0.000809878
901,0.000809878
472,0.000836881
935,0.000836881
46,0.000799347
744,0.000799347
977,0.000799347
133,0.000808132
395,0.000808132
953,0.000808132
1143,0.000809586
595,0.000798214
75,0.00080606
100,0.00080606
149,0.00080606
291,0.00080606
308,0.000810332
643,0.00080606
693,0.00080606
942,0.00080606
989,0.00080606
1011,0.00080606
1141,0.00080606
332,0.00080121
984,0.00080121
32,0.000800387
451,0.000800387
1016,0.000806944
892,0.00080007
1038,0.00080007
638,0.00080068
89,0.000798569
233,0.000802203
248,0.000798569
620,0.000802203
729,0.000798569
807,0.000798569
1065,0.000798569
1067,0.000798569
1135,0.000798569
1160,0.000798569
1191,0.0008017
645,0.00080068
132,0.000799755
427,0.000799755
455,0.000799755
548,0.000799755
573,0.000799755
655,0.000799755
837,0.000799755
906,0.000799755
1002,0.000799755
1061,0.000799755
1063,0.000799755
1105,0.000799755
1169,0.000799755
61,0.000805344
170,0.000800352
604,0.000800352
813,0.000800352
890,0.000804087
76,0.000799389
148,0.000799389
182,0.000799389
201,0.000799389
208,0.000799389
280,0.000799389
282,0.000799389
313,0.000799389
323,0.000799389
407,0.000799389
715,0.000799389
824,0.000799389
883,0.000799389
910,0.000799389
1000,0.000799389
1077,0.000799389
1219,0.000799389
136,0.000799603
241,0.000799603
274,0.000799603
493,0.000799603
522,0.000799603
628,0.000799603
691,0.000799603
832,0.000799603
834,0.000799603
1030,0.000799603
1103,0.000799603
86,0.000802974
572,0.000802974
731,0.000798924
1088,0.000802974
1079,0.000800354
739,0.000798627
213,0.000801799
264,0.000819879
286,0.000819879
664,0.000843881
772,0.000805953
108,0.000798087
147,0.000798087
159,0.000798087
184,0.000798087
235,0.000798087
302,0.000803361
310,0.000798087
339,0.000798087
340,0.000798087
345,0.000798087
355,0.000803361
414,0.000798087
446,0.000798087
482,0.000803361
526,0.000798087
626,0.000798087
694,0.000798087
768,0.000798087
806,0.000798087
880,0.000803361
889,0.000798087
894,0.000798087
903,0.000803361
932,0.000798087
940,0.000798087
957,0.000798087
961,0.000803361
998,0.000798087
1012,0.000798087
1125,0.000798087
1172,0.000803361
1187,0.000798087
1198,0.000798087
1210,0.000798087
51,0.000917168
802,0.00080068
26,0.000800853
60,0.000800853
93,0.000800853
122,0.000800853
204,0.000800853
423,0.000800853
514,0.000800853
524,0.000800853
603,0.000800853
668,0.000800853
710,0.000800853
967,0.000800853
1085,0.000800853
1127,0.000800853
1128,0.000800853
12,0.000799132
37,0.000799132
198,0.000799132
491,0.000799132
495,0.000799132
534,0.000799132
661,0.000799132
676,0.000799132
1205,0.000799132
229,0.00080614
377,0.000813628
408,0.00080614
555,0.000813628
697,0.000813628
769,0.000813628
899,0.000813628
925,0.00080614
934,0.0008
1129,0.0008
158,0.000806915
567,0.000805127
583,0.000805127
830,0.00080068
244,0.000798777
728,0.000798777
823,0.000798777
947,0.000798777
1044,0.000798777
1178,0.000798777
260,0.000798939
532,0.000798939
1108,0.000798939
20,0.000800135
181,0.000800135
992,0.000800135
821,0.000802444
1036,0.000802444
54,0.000800417
256,0.000800417
461,0.000800417
608,0.000800417
773,0.000800417
786,0.000800417
913,0.000800417
986,0.000800417
1208,0.000800417
369,0.000813273
571,0.000799132
1186,0.000805144
141,0.000803272
712,0.000803272
734,0.000803272
965,0.000803272
1142,0.000803272
1157,0.000803272
33,0.000802631
327,0.000802631
752,0.000802631
983,0.000802631
780,0.000800914
588,0.000799782
865,0.000800388
1040,0.000800388
1124,0.000800388
914,0.000798627
924,0.00080068
343,0.000800139
245,0.000798818
349,0.000798818
600,0.000798818
805,0.000798818
862,0.000798818
1217,0.000798818
740,0.000799194
1215,0.000799194
944,0.000798627
125,0.000801799
16,0.000800948
35,0.000800948
49,0.000800948
65,0.000800948
82,0.000800948
128,0.000800948
195,0.000800948
217,0.000800948
222,0.000800948
325,0.000800948
376,0.000800948
627,0.000800948
788,0.000800948
825,0.000800948
887,0.000800948
926,0.000800948
991,0.000800948
997,0.000800948
1138,0.000800948
390,0.000800218
869,0.000800218
895,0.000800218
83,0.000796931
144,0.000796931
145,0.000796931
226,0.000796931
275,0.000796931
285,0.000796931
456,0.000796931
577,0.000796931
590,0.000796931
674,0.000796931
711,0.000796931
736,0.000796931
754,0.000796931
907,0.000796931
978,0.000796931
1072,0.000796931
1087,0.000796931
1126,0.000796931
1144,0.000796931
1173,0.000796931
1182,0.000796931
647,0.000800963
669,0.000800963
968,0.000800963
988,0.000800963
1029,0.000800963
1195,0.000800963
1220,0.000800963
18,0.000797886
24,0.000797886
29,0.000797886
30,0.000797886
130,0.000797886
338,0.000797886
392,0.000797886
475,0.000797886
503,0.000797886
504,0.000797886
512,0.000797886
541,0.000797886
633,0.000797886
726,0.000797886
811,0.000797886
860,0.000797886
1018,0.000797886
1047,0.000797886
1050,0.000797886
1062,0.000797886
1082,0.000797886
1132,0.000797886
1154,0.000797886
1170,0.000797886
1175,0.000797886
1211,0.000797886
1214,0.000797886
165,0.00080068
365,0.00080068
553,0.00080068
770,0.00080068
1048,0.00080068
4,0.000799305
44,0.000799415
278,0.000799415
496,0.000799415
796,0.000799415
938,0.000799415
200,0.000799679
487,0.000799679
685,0.000799679
777,0.000799679
956,0.000799679
1104,0.000799679
288,0.000812782
542,0.000812782
760,0.000812782
1068,0.000812782
1102,0.000812782
1200,0.000812782
453,0.000799442
706,0.000799442
1053,0.000799442
1095,0.000799442
596,0.000800605
630,0.000797922
443,0.000800612
1027,0.000800612
10,0.000798627
214,0.000798627
354,0.000798627
749,0.000798627
1004,0.000798627
1056,0.000798627
34,0.00080144
92,0.00080144
115,0.00080144
416,0.00080144
1024,0.00080144
